商家名,商圈,类型,评分,城市,人均价格
温暖你的猪·地道湖南菜,世纪公园,湘菜,8.733333333333334,上海,81
湘御原味湘菜长沙米粉,平凉路,湘菜,8.233333333333333,上海,57
益膳砂煲粥,上南地区,湘菜,8.466666666666667,上海,92
食湘渔府湘菜,淮海路,湘菜,8.733333333333334,上海,99
麓野·食辣研究所,南京西路,湘菜,8.266666666666667,上海,127
胡子大厨·超级小炒肉,世博园,湘菜,8.299999999999999,上海,59
姜来渔生·千岛湖剁椒鱼头,天山,湘菜,8.366666666666667,上海,107
前来现炒下饭菜,曹家渡,湘菜,8.433333333333334,上海,48
老长沙跳跳蛙,长寿路,湘菜,8.1,上海,98
简厨·湖南菜,宝山城区/吴淞,湘菜,8.5,上海,82
御鯉湘,淮海路/陕西南路,湘菜,8.700000000000001,上海,89
金湘隆·清派湘菜,梅川路,湘菜,8.1,上海,116
渔人歌,中山公园/江苏路,湘菜,8.3,上海,32
佤家大院,南门,湘菜,7.533333333333334,上海,91
潇湘记,漕河泾/田林,湘菜,7.466666666666666,上海,76
满湘汇,青浦城区,湘菜,8.4,上海,101
麓湘小镇,曹家渡,湘菜,8.666666666666666,上海,83
湘船,九亭,湘菜,8.633333333333333,上海,89
恰在鲜铺,曹路,湘菜,8.033333333333333,上海,75
晓湘源长沙米粉,庙行/共康,湘菜,7.8,上海,31
湘君府·東北烧烤·湘菜,月星环球港,湘菜,7.400000000000001,上海,92
湘轩酒楼,漕河泾/田林,湘菜,8.700000000000001,上海,108
南湘园,百联中环/绿洲中环,湘菜,8.633333333333333,上海,71
客悦庭•长沙精致料理,虹桥镇,湘菜,8.866666666666667,上海,98
湘满棠纯正湖南菜,泗泾镇,湘菜,8.066666666666668,上海,78
爱飯,曹路,湘菜,8.1,上海,72
辛大厨·超级辣椒炒肉,张江,湘菜,7.933333333333334,上海,52
西湘苗家,上海大学,湘菜,8.066666666666666,上海,70
班厨,高行,湘菜,8.133333333333333,上海,36
湘知湘味,世纪公园,湘菜,8.399999999999999,上海,78
年轻烧货·铁板烧,五角场/大学区,湘菜,8.533333333333333,上海,104
七月流火|鱼头大餐,四川北路,湘菜,8.3,上海,55
湘霸王土菜馆,中山公园/江苏路,湘菜,7.8,上海,89
星湘宴,虹桥枢纽,湘菜,8.533333333333333,上海,77
摔打吧小牛肉.鲜香爆炒,长寿路,湘菜,7.066666666666666,上海,0
揽味居川湘菜,世纪大道,湘菜,7.8,上海,100
湘菜人家,音乐学院/五官科医院,湘菜,7.466666666666666,上海,70
蛮湘有料,老闵行/交大师大,湘菜,8.3,上海,86
石小湘 湘西苗家菜,康桥/周浦,湘菜,8.233333333333333,上海,82
三秋末·湘,安亭镇,湘菜,8.366666666666667,上海,72
彭厨,南桥,湘菜,7.866666666666667,上海,106
最湘,百联南桥购物中心,湘菜,7.733333333333333,上海,99
食湘渔府渔湘荟,大华地区,湘菜,8.466666666666667,上海,92
二爷家宴,陆家嘴,湘菜,7.8999999999999995,上海,94
望湘园·老坛剁椒鱼头王,川沙,湘菜,8.666666666666666,上海,89
鱼湘汇,中山北路/甘泉地区,湘菜,7.833333333333333,上海,92
夏月餐厅,五角场/大学区,湘菜,7.533333333333334,上海,56
小码头川湘菜,国家会展中心,湘菜,8.266666666666667,上海,66
长湘汇,外滩,湘菜,8.133333333333333,上海,84
湘小主,杨行镇,湘菜,8.266666666666667,上海,80
桃花源酒家,张江,湘菜,7.0,上海,63
汉时餐饮,南京西路,湘菜,7.033333333333334,上海,44
头等大事鱼头锅,龙华,湘菜,7.433333333333334,上海,48
刘府湘菜,长寿路,湘菜,7.433333333333334,上海,0
湘遇·湖南味,北新泾,湘菜,8.2,上海,83
古食谷香,国家会展中心,湘菜,7.966666666666666,上海,58
羿府湘菜,世纪公园,湘菜,7.466666666666666,上海,68
全红小店,江镇,湘菜,7.8,上海,87
湘御鲜,中原地区,湘菜,7.8,上海,87
岳阳飘湘楼,中山北路/甘泉地区,湘菜,6.633333333333333,上海,68
好哥俩,九亭,湘菜,8.366666666666667,上海,92
韵味湘中,张江,湘菜,8.366666666666667,上海,69
余师傅热炒,龙华,湘菜,7.333333333333333,上海,63
与你湘遇,控江地区,湘菜,8.166666666666666,上海,91
美食美客川湘菜,江桥,湘菜,7.633333333333333,上海,131
农湘域,浦东机场/机场镇,湘菜,7.833333333333333,上海,80
湘悦·正宗湖南菜,南翔,湘菜,8.566666666666666,上海,108
湖南味事·精致湘菜·岁月酒馆,虹梅路,湘菜,8.4,上海,100
湘翌,七宝,湘菜,8.566666666666666,上海,86
湘味缘,漕河泾/田林,湘菜,8.033333333333333,上海,79
炊烟小时代·小炒下饭菜,陆家嘴,湘菜,7.666666666666667,上海,44
湘传天下,佘山,湘菜,7.566666666666666,上海,88
锦湘缘酒楼,五角场/大学区,湘菜,8.133333333333333,上海,101
老于家东北人家,徐家汇,东北菜,8.333333333333334,上海,72
姚稷大铁锅,曹家渡,东北菜,9.1,上海,127
关东小磨东北菜,虹桥枢纽,东北菜,8.966666666666667,上海,85
東北風,通河/泗塘,东北菜,7.900000000000001,上海,77
米唐北方小厨,万体馆,东北菜,9.133333333333335,上海,72
老朴家铁锅炖,人民广场,东北菜,8.2,上海,106
东北人家,南京东路,东北菜,7.833333333333333,上海,69
五色天至味餐厅,华漕,东北菜,9.033333333333333,上海,96
东北铁锅炖,曹杨地区,东北菜,8.766666666666666,上海,111
东北灶,顾村公园,东北菜,8.1,上海,70
东北人,淮海路/陕西南路,东北菜,7.566666666666666,上海,71
上关雪东北菜,大连路地铁站,东北菜,8.633333333333335,上海,84
东北大铁锅,七宝,东北菜,8.633333333333335,上海,107
大东北,七宝,东北菜,8.700000000000001,上海,65
